frac,name,S,best_ep,flat10,crm10,last_ep,status
1.0,L8_H8_E256_ctx128,0.0455823416320925,51,0.03733272899748236,0.05383195426670264,80,done
0.8,L8_H8_E256_ctx128_data80,0.04254267057378151,72,0.038910427384423914,0.04617491376313912,80,done
0.6,L8_H8_E256_ctx128_data60,0.06347911176977625,77,0.06988384188124004,0.057074381658312454,80,done
0.4,L8_H8_E256_ctx128_data40,0.06461724728110538,68,0.08113936086095994,0.048095133701250826,80,done
0.2,L8_H8_E256_ctx128_data20,0.06918451807150526,58,0.04189610059765795,0.09647293554535258,80,done
